,categories,deals,display_phone,distance,eat24_url,gift_certificates,id,image_url,is_claimed,is_closed,location,menu_date_updated,menu_provider,mobile_url,name,phone,rating,rating_img_url,rating_img_url_large,rating_img_url_small,reservation_url,review_count,reviews,snippet_image_url,snippet_text,url,address,city,coordinate,country_code,cross_streets,display_address,geo_accuracy,neighborhoods,postal_code,state_code,latitude,longitude
123,"[Category(name='American (New)', alias='newamerican'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Cocktail Bars', alias='cocktailbars')]",,+1-212-682-3562,,,,vitae-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/6q3rEJX45_KFC3x80637ng/ms.jpg,True,False,<yelp.obj.location.Location object at 0x104b82160>,1471635255.0,locu,http://m.yelp.com/biz/vitae-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Vitae,2126823562,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,629,,http://s3-media3.fl.yelpcdn.com/photo/VfiHQBcHwl139_oYvGPlvQ/ms.jpg,"Amazing. 

I went here for my birthday dinner and so many things were wonderful and surprising! 

From the beginning, I felt that the staff was extremely...",http://www.yelp.com/biz/vitae-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['4 E 46th St'],New York,<yelp.obj.coordinate.Coordinate object at 0x104b82358>,US,5th Ave & Madison Ave,"['4 E 46th St', 'Midtown East', 'New York, NY 10017']",8.0,['Midtown East'],10017,NY,40.755588,-73.978546
124,"[Category(name='Cocktail Bars', alias='cocktailbars')]",,+1-212-529-6900,,,,garfunkels-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/vu0SLl43E7OVteH2KIRj9w/ms.jpg,True,False,<yelp.obj.location.Location object at 0x103363710>,,,http://m.yelp.com/biz/garfunkels-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Garfunkel's,2125296900,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,,42,,http://s3-media2.fl.yelpcdn.com/photo/Fl23SXN9JtaQ7P_XBwb1_w/ms.jpg,"I'm hesitant to write such a stellar review, because I think part of the charm of this place is its true ""speakeasy"" vibe-- but paying forward to the Yelp...",http://www.yelp.com/biz/garfunkels-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['67 Clinton St'],New York,<yelp.obj.coordinate.Coordinate object at 0x103363780>,US,Stanton St & Rivington St,"['67 Clinton St', 'Lower East Side', 'New York, NY 10002']",8.0,['Lower East Side'],10002,NY,40.719425,-73.985084
125,"[Category(name='Dive Bars', alias='divebars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sports Bars', alias='sportsbars')]",,+1-212-749-4358,,,,dive-bar-new-york-2,https://s3-media4.fl.yelpcdn.com/bphoto/QJHdTfK8CKi-mEJxgyfYyw/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1033637f0>,1471752540.0,single_platform,http://m.yelp.com/biz/dive-bar-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Dive Bar,2127494358,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,,320,,http://s3-media1.fl.yelpcdn.com/photo/QvBq9onG5wa237s-bn3WCw/ms.jpg,"With great comfort food and drinks, this dive bar is better with company. 

The food options are great, servings are more than enough, and they have a lot...",http://www.yelp.com/biz/dive-bar-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['732 Amsterdam Ave'],New York,<yelp.obj.coordinate.Coordinate object at 0x103363940>,US,96th St & 95th St,"['732 Amsterdam Ave', 'Upper West Side', 'New York, NY 10025']",8.0,['Upper West Side'],10025,NY,40.793975,-73.970809
126,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Lounges', alias='lounges')]",,+1-212-206-0594,,,[<yelp.obj.gift_certificate.GiftCertificate object at 0x103363a90>],lelabar-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/vyqd-syLk-lS_97m3vHz7Q/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1033639e8>,1448869398.0,single_platform,http://m.yelp.com/biz/lelabar-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Lelabar,2122060594,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,290,,http://s3-media3.fl.yelpcdn.com/photo/6W8bnMPgofUeDScEYffGFA/ms.jpg,"The only downside is they keep the place at 100 degrees for girls.
Bar that one of the best wine bars I've ever been to. Bartenders are friendly and...",http://www.yelp.com/biz/lelabar-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['422 Hudson St'],New York,<yelp.obj.coordinate.Coordinate object at 0x103363be0>,US,Leroy St & St Lukes Pl,"['422 Hudson St', 'West Village', 'New York, NY 10014']",9.5,['West Village'],10014,NY,40.730384,-74.006554
127,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sports Bars', alias='sportsbars')]",,+1-212-767-0077,,,,brickyard-gastropub-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/8iwEDF91PYM7fDwSQYcf-Q/ms.jpg,True,False,<yelp.obj.location.Location object at 0x103369588>,,,http://m.yelp.com/biz/brickyard-gastropub-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Brickyard Gastropub,2127670077,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,532,,http://s3-media4.fl.yelpcdn.com/photo/7qK6LkY8cwY8-u5edLKutw/ms.jpg,"food was dank, bartender was amazing. 5/5 would recommend.

ordered a simple cheeseburger and fries. fries were surprisingly very crispy and tasty.
our...",http://www.yelp.com/biz/brickyard-gastropub-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['785 9th Ave'],New York,<yelp.obj.coordinate.Coordinate object at 0x103369240>,US,53rd St & 52nd St,"['785 9th Ave', 'Theater District', 'New York, NY 10019']",8.0,"['Theater District', 'Midtown West', ""Hell's Kitchen""]",10019,NY,40.76509,-73.988182
128,"[Category(name='Bars', alias='bars')]",,+1-212-744-1600,,,,bemelmans-bar-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/r8LyFYq787NW3XqMcxieAA/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1033692e8>,,,http://m.yelp.com/biz/bemelmans-bar-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Bemelmans Bar,2127441600,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,212,,http://s3-media4.fl.yelpcdn.com/photo/6Vo9M4oPENwUNeDGItLQwQ/ms.jpg,"The bartenders here, I would really like to call them cocktail masters. What a big difference their expertise make! Yes, $20-$25 per cocktail is pricey. But...",http://www.yelp.com/biz/bemelmans-bar-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,"['Carlyle Hotel', '35 E 76th St']",New York,<yelp.obj.coordinate.Coordinate object at 0x103369438>,US,,"['Carlyle Hotel', '35 E 76th St', 'Upper East Side', 'New York, NY 10021']",9.5,['Upper East Side'],10021,NY,40.7743790493761,-73.9633083343506
129,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]",,+1-212-288-8033,,,,seamstress-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/NlignbVfrJC9gnLKH4x2fQ/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1049a5080>,1442230708.0,single_platform,http://m.yelp.com/biz/seamstress-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Seamstress,2122888033,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,154,,http://s3-media4.fl.yelpcdn.com/photo/u49k4FIMDhhzL9fP_LdmTA/ms.jpg,"What a classy cocktail bar! Groovy music, solid drinks, elegant yet minimalist decor, ... and wish I had tried their food too! We happened to arrive at the...",http://www.yelp.com/biz/seamstress-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['339 E 75th St'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a5a58>,US,1st Ave & 2nd Ave,"['339 E 75th St', 'Upper East Side', 'New York, NY 10021']",8.0,"['Upper East Side', 'Yorkville']",10021,NY,40.77015,-73.95496
130,"[Category(name='Lounges', alias='lounges'), Category(name='Pubs', alias='pubs')]",,+1-212-675-0395,,,,greenwich-treehouse-new-york,https://s3-media1.fl.yelpcdn.com/bphoto/8aYC2tI5tXzNpcH2cX2bXw/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1049a5748>,,,http://m.yelp.com/biz/greenwich-treehouse-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Greenwich Treehouse,2126750395,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,,239,,http://s3-media2.fl.yelpcdn.com/photo/lBjjHVF-qhQeCJX604BPGg/ms.jpg,"Greenwich Treehouse was the first bar I ever went to in New York, a few years before I moved here and made it my regular weekday haunt. This is definitely...",http://www.yelp.com/biz/greenwich-treehouse-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['46 Greenwich Ave'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a58d0>,US,Charles St & Perry St,"['46 Greenwich Ave', 'West Village', 'New York, NY 10011']",8.0,['West Village'],10011,NY,40.735622,-74.000244
131,"[Category(name='Dive Bars', alias='divebars'), Category(name='Breweries', alias='breweries')]",,+1-212-473-9148,,,,mcsorleys-old-ale-house-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/l7mTdx23feJSzG0PJAJlAg/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1049a5710>,,,http://m.yelp.com/biz/mcsorleys-old-ale-house-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,McSorley's Old Ale House,2124739148,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,1434,,http://s3-media4.fl.yelpcdn.com/photo/VAXCDES_6hskGf2VCRt5xw/ms.jpg,"NEVER JUDGE A BOOK BY ITS COVER: 

Prior to the destination before this.. From an outsider looking in. I would not ever stop into a place like this. It just...",http://www.yelp.com/biz/mcsorleys-old-ale-house-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['15 E 7th St'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a5550>,US,Cooper Sq & Taras Shevchenko Pl,"['15 E 7th St', 'East Village', 'New York, NY 10003']",8.0,['East Village'],10003,NY,40.7288398742676,-73.9896469116211
132,"[Category(name='Pizza', alias='pizza'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Burgers', alias='burgers')]",,+1-212-541-4000,,,,the-catalina-new-york,https://s3-media1.fl.yelpcdn.com/bphoto/4yKpahYPU3xvdH-sNCGuZQ/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1049a5048>,1469690255.0,eat24,http://m.yelp.com/biz/the-catalina-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,The Catalina,2125414000,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,,120,,http://s3-media4.fl.yelpcdn.com/photo/GY1qPv6U-ImILu6g_Lvsow/ms.jpg,"Great service! 

NOTE FOR YELP ORDERS: The order-notification system through Yelp isn't quite, ""prime time"" yet. It would be a good idea to call to confirm...",http://www.yelp.com/biz/the-catalina-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['675 9th Ave'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a5278>,US,46th St & 47th St,"['675 9th Ave', 'Theater District', 'New York, NY 10036']",9.5,"['Theater District', 'Midtown West', ""Hell's Kitchen""]",10036,NY,40.7613615,-73.990708
133,"[Category(name='Wine Bars', alias='wine_bars')]",,+1-646-964-4091,,,,manhattan-brew-and-vine-new-york-3,https://s3-media4.fl.yelpcdn.com/bphoto/sr6GtUVLTuz1mshiiqtecg/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1049a5400>,1459399831.0,single_platform,http://m.yelp.com/biz/manhattan-brew-and-vine-new-york-3?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Manhattan Brew & Vine,6469644091,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,28,,http://s3-media2.fl.yelpcdn.com/photo/7IG7FHPejjotKYsmvtTXrA/ms.jpg,"Fell in love with this little wine bar in Manhattan Valley! It had a really cozy, lounge-like set up with a bar, tables with cushioned chairs, and...",http://www.yelp.com/biz/manhattan-brew-and-vine-new-york-3?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['998 Columbus Ave'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a5358>,US,109th St & Morningside Dr,"['998 Columbus Ave', 'Manhattan Valley', 'New York, NY 10025']",8.0,['Manhattan Valley'],10025,NY,40.8016099,-73.96164
134,"[Category(name='Mexican', alias='mexican'), Category(name='Bars', alias='bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]",,+1-212-432-4180,,,,la-contenta-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/JOp-WjNVVCishpNbf0DB4w/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1049a54e0>,1442230948.0,single_platform,http://m.yelp.com/biz/la-contenta-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,La Contenta,2124324180,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,,285,,http://s3-media1.fl.yelpcdn.com/photo/BksiLC21t7lpnH8k0PXZ4w/ms.jpg,"A terrific, noisy little room on the LES with excellent cocktails, friendly service, cozy decor, and delectable Mexican fare.  Short rib tacos, yum!

The...",http://www.yelp.com/biz/la-contenta-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['102 Norfolk St'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a5898>,US,Rivington St & Delancey St,"['102 Norfolk St', 'Lower East Side', 'New York, NY 10002']",8.0,['Lower East Side'],10002,NY,40.71873,-73.98691
135,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Seafood', alias='seafood')]",,,,,,good-night-sonny-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/1KPLl6ZNdDaMhLXjiaTAcw/ms.jpg,False,False,<yelp.obj.location.Location object at 0x1049a5668>,1470918781.0,single_platform,http://m.yelp.com/biz/good-night-sonny-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Good Night Sonny,,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,,79,,http://s3-media2.fl.yelpcdn.com/photo/URtfdAsCOdBnKIR8_gfGXQ/ms.jpg,"I actually ended up really liking this place.
Came here on a date (a one-time date, but still a date nonetheless). Were seated towards the back and the...",http://www.yelp.com/biz/good-night-sonny-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['134 1st Ave'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a5a90>,US,St Marks Pl & 9th St,"['134 1st Ave', 'East Village', 'New York, NY 10009']",8.0,['East Village'],10009,NY,40.72768,-73.98502
136,"[Category(name='British', alias='british'), Category(name='Bars', alias='bars'), Category(name='Gastropubs', alias='gastropubs')]",,+1-212-249-2700,,,,jones-wood-foundry-new-york-2,https://s3-media1.fl.yelpcdn.com/bphoto/ImK7is2L8u2TcAJ4-xE2Fw/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1049a5da0>,1444936193.0,single_platform,http://m.yelp.com/biz/jones-wood-foundry-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Jones Wood Foundry,2122492700,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,428,,http://s3-media1.fl.yelpcdn.com/photo/2WKCDeYcOkWctlXsfS8l3Q/ms.jpg,"Very welcoming and they carry Boyle's Ginger Ale :)

The flags all over the place were kinda cool too. My friends were trying to find out where each one was...",http://www.yelp.com/biz/jones-wood-foundry-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['401 E 76th St'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a5978>,US,York Ave & 1st Ave,"['401 E 76th St', 'Upper East Side', 'New York, NY 10021']",9.5,"['Upper East Side', 'Yorkville']",10021,NY,40.7701213612935,-73.9532546911075
137,"[Category(name='Irish Pub', alias='irish_pubs'), Category(name='Pubs', alias='pubs'), Category(name='Grocery', alias='grocery')]",,+1-646-455-0777,,,,the-long-hall-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/Bt52TNY9N0tm2zrjUEBoCg/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1049a59e8>,1471799727.0,single_platform,http://m.yelp.com/biz/the-long-hall-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,The Long Hall,6464550777,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,,53,,http://s3-media1.fl.yelpcdn.com/photo/5qunI42lDzy0IWOt6cQaRA/ms.jpg,I've been here a few times for happy hour and always had a great time. Drinks are good. People friendly. So when it came time to order some catering for St...,http://www.yelp.com/biz/the-long-hall-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['58 E 34th St'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a56a0>,US,Madison Ave & Park Ave,"['58 E 34th St', 'Murray Hill', 'New York, NY 10016']",9.5,"['Murray Hill', 'Midtown East']",10016,NY,40.7473817899278,-73.9822447083109
138,"[Category(name='Mediterranean', alias='mediterranean'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]",,+1-212-280-3333,,,,vino-levantino-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/M7dIppjCpQXBtDzZf0nsbA/ms.jpg,True,False,<yelp.obj.location.Location object at 0x1049a59b0>,1442200879.0,single_platform,http://m.yelp.com/biz/vino-levantino-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Vino Levantino,2122803333,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,,152,,http://s3-media2.fl.yelpcdn.com/photo/AwhaIysaegTDB1tXW_fqYA/ms.jpg,"Really great neighborhood Mediterranean restaurant/wine bar!

The atmosphere is warm and quaint. They haven't been open very long and have plans for the...",http://www.yelp.com/biz/vino-levantino-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['210 W 94th St'],New York,<yelp.obj.coordinate.Coordinate object at 0x1049a5908>,US,Amsterdam Ave & Broadway,"['210 W 94th St', 'Upper West Side', 'New York, NY 10025']",9.5,['Upper West Side'],10025,NY,40.7929478710728,-73.9720784291819
